,PC1,PC2,PC3,sample_id,Super_Population,Population,Population_Description
827,0.9075069999240398,-1.995699257190505,-0.9202983593560082,HG02179,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
828,0.8827073660891974,-1.4137849723396,0.27987502489835675,HG02180,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
829,0.7686980548361856,-1.7648763741714437,-0.14425477487918642,HG02181,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
830,0.7553422123440432,-1.3823249088133058,0.14829596124613212,HG02182,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
831,0.7914503041007891,-1.6457978745057955,0.5142891440444042,HG02184,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
832,0.7316044738500607,-1.6653286728597922,0.3351513762960933,HG02185,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
833,0.7092711415080699,-1.7059205480842243,-0.022821030032773092,HG02186,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
834,0.7238897917178079,-1.7724602738447832,0.05303459867102937,HG02187,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
835,0.7115636112581241,-1.964433621578301,0.32077912991721336,HG02188,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
836,0.7526743001615295,-1.5951519192961856,-0.14797318695164832,HG02190,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
837,0.44086118204765146,1.4343915443988133,0.05436263750810131,HG02215,EUR,GBR,British in England and Scotland
838,0.5835490727901633,1.3041063688219066,-0.45003854090093853,HG02219,EUR,IBS,Iberian populations in Spain
839,0.5548285984571018,1.0386921905292685,0.12099242785940335,HG02220,EUR,IBS,Iberian populations in Spain
840,0.5976934679973697,1.5743912672619291,-0.48805660164280923,HG02221,EUR,IBS,Iberian populations in Spain
841,0.5604661044440679,1.217461690363841,-0.019500039156850554,HG02223,EUR,IBS,Iberian populations in Spain
842,0.510834006271986,1.5303255011588133,-0.37699385166914945,HG02224,EUR,IBS,Iberian populations in Spain
843,0.533632650958115,1.3272696145470182,0.30896148799067935,HG02230,EUR,IBS,Iberian populations in Spain
844,0.5386240240714273,1.408635056065465,-0.43360542420125536,HG02231,EUR,IBS,Iberian populations in Spain
845,0.565023217397039,1.092203957728773,-0.11040479564609243,HG02232,EUR,IBS,Iberian populations in Spain
846,0.4177380279209073,1.2398100485935128,-0.6919632199798906,HG02233,EUR,IBS,Iberian populations in Spain
847,0.4778938367974232,1.6055135793162971,-0.2994206527012627,HG02235,EUR,IBS,Iberian populations in Spain
848,0.5434218715812199,1.202524438627215,-0.12684238569077147,HG02236,EUR,IBS,Iberian populations in Spain
849,0.41327370475640823,1.2764653329471651,-0.18342283096581502,HG02238,EUR,IBS,Iberian populations in Spain
850,0.49720098777852334,1.2006899075235984,-0.4574259635799292,HG02239,EUR,IBS,Iberian populations in Spain
851,0.6984383390113523,-1.868571128506269,0.40203071378442373,HG02250,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
