,PC1,PC2,PC3,sample_id,Super_Population,Population,Population_Description
321,91282.44987480377,18735.14653474091,13020.462794614954,HG01522,EUR,IBS,Iberian populations in Spain
322,105648.23607889288,31677.608906204165,-19523.424564364104,HG01524,EUR,IBS,Iberian populations in Spain
323,114577.57549722986,25805.537004379712,8329.612613679865,HG01525,EUR,IBS,Iberian populations in Spain
324,95262.41331177829,14588.317904728716,20591.528271890966,HG01527,EUR,IBS,Iberian populations in Spain
325,97516.51667954498,25499.839067403766,7623.794879985329,HG01528,EUR,IBS,Iberian populations in Spain
326,88510.12655356967,13852.093931263984,15972.547062446767,HG01530,EUR,IBS,Iberian populations in Spain
327,126342.52411195665,24363.091964080242,-16144.258943588486,HG01531,EUR,IBS,Iberian populations in Spain
328,97663.6256532395,30963.03439006527,-8362.34430450488,HG01536,EUR,IBS,Iberian populations in Spain
329,86936.39784495825,34026.90768305654,6823.722048535675,HG01537,EUR,IBS,Iberian populations in Spain
330,46758.76191267743,-22950.332758424807,-19787.202198761755,HG01583,SAS,PJL,"Punjabi in Lahore,Pakistan"
331,43326.65315276308,-30853.261860979233,5390.688408130852,HG01586,SAS,PJL,"Punjabi in Lahore,Pakistan"
332,16627.74385863597,-20676.083413601118,12577.828184831202,HG01589,SAS,PJL,"Punjabi in Lahore,Pakistan"
333,52067.23014351648,-2626.9238980920086,20057.929950135673,HG01593,SAS,PJL,"Punjabi in Lahore,Pakistan"
334,-123754.23334480652,18060.290343427405,9040.601145000783,HG01595,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
335,-98450.01101955769,8139.210527958992,4429.694975466027,HG01596,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
336,-128614.8260223298,5873.50584428809,-11122.28190262892,HG01597,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
337,-127790.12649411311,-2446.9100342065262,11051.300146604504,HG01598,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
